,,validdate,t_2m:C,relative_humidity_2m:p,uv:idx,precip_1h:mm
São Luís,36,2020-02-06T00:00:00Z,9.3,70.1,0,0.03
São Luís,37,2020-02-07T00:00:00Z,12.2,88.2,0,0.17
São Luís,38,2020-02-08T00:00:00Z,9.5,88.3,0,0.47
São Luís,39,2020-02-09T00:00:00Z,10.9,85.9,0,0.08
São Luís,40,2020-02-10T00:00:00Z,12.9,89.5,0,0.06
São Luís,41,2020-02-11T00:00:00Z,9.6,85.3,0,0.45
São Luís,42,2020-02-12T00:00:00Z,10.6,78.3,0,0.0
São Luís,43,2020-02-13T00:00:00Z,8.7,63.8,0,0.03
São Luís,44,2020-02-14T00:00:00Z,8.7,78.5,0,0.01
São Luís,45,2020-02-15T00:00:00Z,9.9,88.8,0,0.01
São Luís,46,2020-02-16T00:00:00Z,10.0,86.2,0,0.01
São Luís,47,2020-02-17T00:00:00Z,10.5,94.1,0,0.01
São Luís,48,2020-02-18T00:00:00Z,11.3,90.1,0,0.01
São Luís,49,2020-02-19T00:00:00Z,11.2,90.5,0,0.03
São Luís,50,2020-02-20T00:00:00Z,10.4,90.9,0,0.45
São Luís,51,2020-02-21T00:00:00Z,9.5,89.2,0,0.13
São Luís,52,2020-02-22T00:00:00Z,7.3,66.0,0,0.0
São Luís,53,2020-02-23T00:00:00Z,12.6,97.6,0,0.03
São Luís,54,2020-02-24T00:00:00Z,12.8,94.6,0,0.05
São Luís,55,2020-02-25T00:00:00Z,10.6,75.6,0,0.0
São Luís,56,2020-02-26T00:00:00Z,10.0,76.6,0,0.0
São Luís,57,2020-02-27T00:00:00Z,10.0,90.4,0,0.02
São Luís,58,2020-02-28T00:00:00Z,11.3,93.2,0,0.0
São Luís,59,2020-02-29T00:00:00Z,13.9,88.9,0,0.2
São Luís,60,2020-03-01T00:00:00Z,12.1,91.6,0,0.02
São Luís,61,2020-03-02T00:00:00Z,10.9,96.1,0,0.0
São Luís,62,2020-03-03T00:00:00Z,12.2,91.1,0,1.13
São Luís,63,2020-03-04T00:00:00Z,12.0,83.7,0,0.07
São Luís,64,2020-03-05T00:00:00Z,12.7,87.3,0,0.02
São Luís,65,2020-03-06T00:00:00Z,10.7,76.3,0,0.0
São Luís,66,2020-03-07T00:00:00Z,8.6,73.4,0,0.11
São Luís,67,2020-03-08T00:00:00Z,9.5,63.6,0,0.06
São Luís,68,2020-03-09T00:00:00Z,11.2,83.3,0,0.0
São Luís,69,2020-03-10T00:00:00Z,11.3,96.8,0,0.0
São Luís,70,2020-03-11T00:00:00Z,10.8,97.4,0,0.02
São Luís,71,2020-03-12T00:00:00Z,10.8,94.3,0,0.02
São Luís,72,2020-03-13T00:00:00Z,10.7,85.0,0,0.0
São Luís,73,2020-03-14T00:00:00Z,8.2,64.6,0,0.05
São Luís,74,2020-03-15T00:00:00Z,9.8,60.2,0,0.0
São Luís,75,2020-03-16T00:00:00Z,12.9,88.0,0,0.93
São Luís,76,2020-03-17T00:00:00Z,10.5,83.7,0,0.01
São Luís,77,2020-03-18T00:00:00Z,12.1,92.7,0,0.01
São Luís,78,2020-03-19T00:00:00Z,11.0,95.6,0,0.01
São Luís,79,2020-03-20T00:00:00Z,9.5,76.5,0,0.0
São Luís,80,2020-03-21T00:00:00Z,11.3,87.2,0,0.0
São Luís,81,2020-03-22T00:00:00Z,11.1,94.6,0,0.0
São Luís,82,2020-03-23T00:00:00Z,12.4,95.4,0,0.13
São Luís,83,2020-03-24T00:00:00Z,11.2,84.3,0,0.0
São Luís,84,2020-03-25T00:00:00Z,7.6,59.2,0,0.0
São Luís,85,2020-03-26T00:00:00Z,10.2,68.7,0,0.0
São Luís,86,2020-03-27T00:00:00Z,10.9,94.2,0,0.02
São Luís,87,2020-03-28T00:00:00Z,8.6,69.5,0,0.0
São Luís,88,2020-03-29T00:00:00Z,10.3,83.3,0,0.04
São Luís,89,2020-03-30T00:00:00Z,8.0,60.6,0,0.0
São Luís,90,2020-03-31T00:00:00Z,8.4,63.3,0,0.01
São Luís,91,2020-04-01T00:00:00Z,13.4,87.0,0,1.1
São Luís,92,2020-04-02T00:00:00Z,10.5,93.8,0,0.21
São Luís,93,2020-04-03T00:00:00Z,10.1,71.1,0,0.0
São Luís,94,2020-04-04T00:00:00Z,9.4,74.0,0,0.37
São Luís,95,2020-04-05T00:00:00Z,7.6,77.8,0,0.07
São Luís,96,2020-04-06T00:00:00Z,7.1,57.1,0,0.0
São Luís,97,2020-04-07T00:00:00Z,9.3,72.6,0,0.0
São Luís,98,2020-04-08T00:00:00Z,11.8,95.6,0,0.01
São Luís,99,2020-04-09T00:00:00Z,10.8,94.7,0,0.02
São Luís,100,2020-04-10T00:00:00Z,7.9,78.3,0,0.05
São Luís,101,2020-04-11T00:00:00Z,9.3,75.8,0,0.0
São Luís,102,2020-04-12T00:00:00Z,9.1,77.1,0,0.0
São Luís,103,2020-04-13T00:00:00Z,9.4,80.8,0,0.01
São Luís,104,2020-04-14T00:00:00Z,11.9,90.3,0,2.68
São Luís,105,2020-04-15T00:00:00Z,8.6,68.2,0,0.0
São Luís,106,2020-04-16T00:00:00Z,10.1,77.5,0,0.0
São Luís,107,2020-04-17T00:00:00Z,8.9,59.5,0,0.01
São Luís,108,2020-04-18T00:00:00Z,10.9,91.2,0,0.75
São Luís,109,2020-04-19T00:00:00Z,4.8,85.6,0,0.58
São Luís,110,2020-04-20T00:00:00Z,8.0,61.3,0,0.03
São Luís,111,2020-04-21T00:00:00Z,10.5,85.8,0,0.01
São Luís,112,2020-04-22T00:00:00Z,11.7,92.8,0,0.37
São Luís,113,2020-04-23T00:00:00Z,11.8,90.3,0,0.0
São Luís,114,2020-04-24T00:00:00Z,10.3,93.6,0,0.01
São Luís,115,2020-04-25T00:00:00Z,10.9,90.4,0,0.0
São Luís,116,2020-04-26T00:00:00Z,8.3,61.4,0,0.02
São Luís,117,2020-04-27T00:00:00Z,12.3,81.2,0,0.03
São Luís,118,2020-04-28T00:00:00Z,10.1,72.4,0,0.04
São Luís,119,2020-04-29T00:00:00Z,9.9,80.2,0,0.0
São Luís,120,2020-04-30T00:00:00Z,11.1,87.4,0,0.09
São Luís,121,2020-05-01T00:00:00Z,7.1,77.2,0,0.27
São Luís,122,2020-05-02T00:00:00Z,5.6,59.8,0,0.03
São Luís,123,2020-05-03T00:00:00Z,7.7,55.6,0,0.01
São Luís,124,2020-05-04T00:00:00Z,8.7,80.3,0,0.11
São Luís,125,2020-05-05T00:00:00Z,8.2,64.0,0,0.0
São Luís,126,2020-05-06T00:00:00Z,9.9,93.3,0,0.01
São Luís,127,2020-05-07T00:00:00Z,10.5,83.2,0,0.0
São Luís,128,2020-05-08T00:00:00Z,12.1,89.5,0,0.03
São Luís,129,2020-05-09T00:00:00Z,9.8,95.3,0,1.52
São Luís,130,2020-05-10T00:00:00Z,8.1,66.9,0,0.01
São Luís,131,2020-05-11T00:00:00Z,7.6,61.3,0,0.03
São Luís,132,2020-05-12T00:00:00Z,11.3,89.5,0,0.75
São Luís,133,2020-05-13T00:00:00Z,11.2,89.8,0,0.06
São Luís,134,2020-05-14T00:00:00Z,9.8,88.2,0,0.04
São Luís,135,2020-05-15T00:00:00Z,10.4,87.7,0,0.0
São Luís,136,2020-05-16T00:00:00Z,12.3,89.1,0,1.64
São Luís,137,2020-05-17T00:00:00Z,6.6,72.4,0,0.0
São Luís,138,2020-05-18T00:00:00Z,10.3,87.3,0,0.02
São Luís,139,2020-05-19T00:00:00Z,12.0,83.6,0,0.11
São Luís,140,2020-05-20T00:00:00Z,6.4,73.5,0,0.21
São Luís,141,2020-05-21T00:00:00Z,4.5,77.5,0,0.08
São Luís,142,2020-05-22T00:00:00Z,9.2,82.0,0,0.66
São Luís,143,2020-05-23T00:00:00Z,7.4,82.8,0,0.21
São Luís,144,2020-05-24T00:00:00Z,4.0,71.4,0,0.05
São Luís,145,2020-05-25T00:00:00Z,5.2,61.0,0,0.0
São Luís,146,2020-05-26T00:00:00Z,12.3,89.0,0,1.46
São Luís,147,2020-05-27T00:00:00Z,5.4,80.0,0,0.02
São Luís,148,2020-05-28T00:00:00Z,5.8,67.0,0,0.0
São Luís,149,2020-05-29T00:00:00Z,6.8,67.8,0,0.0
São Luís,150,2020-05-30T00:00:00Z,11.7,95.9,0,0.02
São Luís,151,2020-05-31T00:00:00Z,10.2,86.0,0,0.65
Cuiabá,0,2020-01-01T00:00:00Z,6.2,82.6,0,0.06
Cuiabá,1,2020-01-02T00:00:00Z,7.1,85.9,0,0.02
Cuiabá,2,2020-01-03T00:00:00Z,5.7,80.0,0,0.06
Cuiabá,3,2020-01-04T00:00:00Z,6.1,70.3,0,0.15
Cuiabá,4,2020-01-05T00:00:00Z,7.3,89.6,0,0.62
Cuiabá,5,2020-01-06T00:00:00Z,9.0,90.7,0,0.33
Cuiabá,6,2020-01-07T00:00:00Z,5.1,85.2,0,0.24
Cuiabá,7,2020-01-08T00:00:00Z,5.1,67.2,0,0.0
Cuiabá,8,2020-01-09T00:00:00Z,7.2,65.9,0,0.0
Cuiabá,9,2020-01-10T00:00:00Z,7.0,95.9,0,0.02
Cuiabá,10,2020-01-11T00:00:00Z,7.5,92.3,0,0.51
Cuiabá,11,2020-01-12T00:00:00Z,8.1,96.2,0,0.01
Cuiabá,12,2020-01-13T00:00:00Z,7.9,90.4,0,0.18
Cuiabá,13,2020-01-14T00:00:00Z,5.4,69.1,0,0.04
Cuiabá,14,2020-01-15T00:00:00Z,6.5,63.7,0,0.01
Cuiabá,15,2020-01-16T00:00:00Z,7.7,91.7,0,0.01
Cuiabá,16,2020-01-17T00:00:00Z,9.9,92.4,0,0.0
Cuiabá,17,2020-01-18T00:00:00Z,11.1,92.3,0,1.45
Cuiabá,18,2020-01-19T00:00:00Z,8.3,92.2,0,0.01
Cuiabá,19,2020-01-20T00:00:00Z,10.0,92.0,0,0.03
Cuiabá,20,2020-01-21T00:00:00Z,9.2,92.9,0,0.0
Cuiabá,21,2020-01-22T00:00:00Z,9.5,89.9,0,0.01
Cuiabá,22,2020-01-23T00:00:00Z,7.4,85.9,0,0.01
Cuiabá,23,2020-01-24T00:00:00Z,7.3,83.2,0,0.12
Cuiabá,24,2020-01-25T00:00:00Z,7.5,77.1,0,0.0
Cuiabá,25,2020-01-26T00:00:00Z,10.4,88.7,0,0.2
Cuiabá,26,2020-01-27T00:00:00Z,6.9,80.8,0,0.06
Cuiabá,27,2020-01-28T00:00:00Z,6.5,65.3,0,0.0
Cuiabá,28,2020-01-29T00:00:00Z,10.1,97.1,0,0.02
Cuiabá,29,2020-01-30T00:00:00Z,5.9,77.1,0,0.0
Cuiabá,30,2020-01-31T00:00:00Z,9.8,87.3,0,0.0
Cuiabá,31,2020-02-01T00:00:00Z,6.9,88.6,0,0.03
Cuiabá,32,2020-02-02T00:00:00Z,5.9,69.2,0,0.0
Cuiabá,33,2020-02-03T00:00:00Z,5.8,68.2,0,0.01
Cuiabá,34,2020-02-04T00:00:00Z,6.0,69.6,0,0.02
Cuiabá,35,2020-02-05T00:00:00Z,8.0,79.2,0,0.0
Cuiabá,36,2020-02-06T00:00:00Z,9.5,93.7,0,0.01
Cuiabá,37,2020-02-07T00:00:00Z,7.5,88.4,0,0.2
Cuiabá,38,2020-02-08T00:00:00Z,5.7,73.9,0,0.07
Cuiabá,39,2020-02-09T00:00:00Z,6.4,83.1,0,0.01
Cuiabá,40,2020-02-10T00:00:00Z,5.8,69.6,0,0.07
Cuiabá,41,2020-02-11T00:00:00Z,5.8,75.3,0,0.0
Cuiabá,42,2020-02-12T00:00:00Z,5.6,68.2,0,0.05
Cuiabá,43,2020-02-13T00:00:00Z,6.5,78.8,0,0.02
Cuiabá,44,2020-02-14T00:00:00Z,7.8,92.4,0,0.01
Cuiabá,45,2020-02-15T00:00:00Z,8.4,87.0,0,0.02
Cuiabá,46,2020-02-16T00:00:00Z,7.8,96.6,0,0.06
Cuiabá,47,2020-02-17T00:00:00Z,8.9,95.5,0,0.01
Cuiabá,48,2020-02-18T00:00:00Z,8.9,90.5,0,0.15
Cuiabá,49,2020-02-19T00:00:00Z,7.9,84.7,0,0.07
Cuiabá,50,2020-02-20T00:00:00Z,7.5,88.3,0,0.16
Cuiabá,51,2020-02-21T00:00:00Z,5.8,67.3,0,0.0
Cuiabá,52,2020-02-22T00:00:00Z,9.1,93.1,0,0.22
Cuiabá,53,2020-02-23T00:00:00Z,9.3,92.2,0,0.01
Cuiabá,54,2020-02-24T00:00:00Z,8.2,90.9,0,0.5
Cuiabá,55,2020-02-25T00:00:00Z,7.2,77.1,0,0.0
Cuiabá,56,2020-02-26T00:00:00Z,6.9,92.3,0,0.0
Cuiabá,57,2020-02-27T00:00:00Z,9.1,94.0,0,0.0
Cuiabá,58,2020-02-28T00:00:00Z,10.6,92.0,0,0.04
Cuiabá,59,2020-02-29T00:00:00Z,7.9,91.3,0,0.0
Cuiabá,60,2020-03-01T00:00:00Z,9.1,86.9,0,0.0
Cuiabá,61,2020-03-02T00:00:00Z,6.7,88.2,0,0.0
Cuiabá,62,2020-03-03T00:00:00Z,7.6,88.7,0,0.05
Cuiabá,63,2020-03-04T00:00:00Z,7.0,75.1,0,0.03
Cuiabá,64,2020-03-05T00:00:00Z,9.8,92.8,0,0.44
Cuiabá,65,2020-03-06T00:00:00Z,5.3,80.7,0,0.04
Cuiabá,66,2020-03-07T00:00:00Z,5.6,67.5,0,0.01
Cuiabá,67,2020-03-08T00:00:00Z,8.4,87.8,0,0.02
Cuiabá,68,2020-03-09T00:00:00Z,9.1,92.0,0,0.19
Cuiabá,69,2020-03-10T00:00:00Z,8.6,94.9,0,0.0
Cuiabá,70,2020-03-11T00:00:00Z,8.0,90.2,0,0.0
Cuiabá,71,2020-03-12T00:00:00Z,7.2,85.6,0,0.04
Cuiabá,72,2020-03-13T00:00:00Z,5.1,84.1,0,0.14
Cuiabá,73,2020-03-14T00:00:00Z,6.4,61.6,0,0.0
Cuiabá,74,2020-03-15T00:00:00Z,9.7,88.3,0,0.28
Cuiabá,75,2020-03-16T00:00:00Z,7.2,84.7,0,0.04
Cuiabá,76,2020-03-17T00:00:00Z,7.2,88.8,0,0.01
Cuiabá,77,2020-03-18T00:00:00Z,8.1,92.2,0,0.04
Cuiabá,78,2020-03-19T00:00:00Z,6.9,80.9,0,0.01
Cuiabá,79,2020-03-20T00:00:00Z,8.4,88.8,0,0.02
Cuiabá,80,2020-03-21T00:00:00Z,9.7,89.9,0,0.08
Cuiabá,81,2020-03-22T00:00:00Z,9.3,96.9,0,0.02
Cuiabá,82,2020-03-23T00:00:00Z,7.0,69.6,0,0.0
Cuiabá,83,2020-03-24T00:00:00Z,5.5,76.4,0,0.05
Cuiabá,84,2020-03-25T00:00:00Z,8.1,70.7,0,0.0
Cuiabá,85,2020-03-26T00:00:00Z,9.6,84.9,0,0.0
Cuiabá,86,2020-03-27T00:00:00Z,6.2,62.9,0,0.0
Cuiabá,87,2020-03-28T00:00:00Z,8.2,84.7,0,0.01
Cuiabá,88,2020-03-29T00:00:00Z,9.2,89.3,0,0.05
Cuiabá,89,2020-03-30T00:00:00Z,5.1,63.3,0,0.0
Cuiabá,90,2020-03-31T00:00:00Z,10.0,91.2,0,0.43
Cuiabá,91,2020-04-01T00:00:00Z,6.0,64.2,0,0.02
Cuiabá,92,2020-04-02T00:00:00Z,6.6,73.4,0,0.0
Cuiabá,93,2020-04-03T00:00:00Z,6.2,67.7,0,0.03
Cuiabá,94,2020-04-04T00:00:00Z,5.3,62.5,0,0.05
Cuiabá,95,2020-04-05T00:00:00Z,6.3,75.7,0,0.0
Cuiabá,96,2020-04-06T00:00:00Z,6.1,73.0,0,0.0
Cuiabá,97,2020-04-07T00:00:00Z,7.3,88.9,0,0.62
Cuiabá,98,2020-04-08T00:00:00Z,7.4,91.5,0,0.01
Cuiabá,99,2020-04-09T00:00:00Z,5.0,81.2,0,0.03
Cuiabá,100,2020-04-10T00:00:00Z,5.0,66.4,0,0.0
Cuiabá,101,2020-04-11T00:00:00Z,6.8,81.6,0,0.0
Cuiabá,102,2020-04-12T00:00:00Z,7.8,90.1,0,0.01
Cuiabá,103,2020-04-13T00:00:00Z,7.6,91.0,0,0.02
Cuiabá,104,2020-04-14T00:00:00Z,6.4,73.6,0,0.0
Cuiabá,105,2020-04-15T00:00:00Z,7.4,68.4,0,0.0
Cuiabá,106,2020-04-16T00:00:00Z,4.5,63.2,0,0.03
Cuiabá,107,2020-04-17T00:00:00Z,7.8,88.0,0,0.24
Cuiabá,108,2020-04-18T00:00:00Z,2.3,82.5,0,0.39
Cuiabá,109,2020-04-19T00:00:00Z,3.5,53.0,0,0.0
Cuiabá,110,2020-04-20T00:00:00Z,7.0,81.5,0,0.0
Cuiabá,111,2020-04-21T00:00:00Z,8.4,86.2,0,0.0
Cuiabá,112,2020-04-22T00:00:00Z,7.3,81.7,0,0.03
Cuiabá,113,2020-04-23T00:00:00Z,7.8,91.8,0,0.0
Cuiabá,114,2020-04-24T00:00:00Z,9.3,88.8,0,0.02
Cuiabá,115,2020-04-25T00:00:00Z,4.5,70.2,0,0.03
Cuiabá,116,2020-04-26T00:00:00Z,9.4,84.4,0,2.28
Cuiabá,117,2020-04-27T00:00:00Z,4.7,62.4,0,0.01
Cuiabá,118,2020-04-28T00:00:00Z,5.5,68.0,0,0.09
Cuiabá,119,2020-04-29T00:00:00Z,6.2,82.3,0,0.25
Cuiabá,120,2020-04-30T00:00:00Z,2.1,88.2,0,1.83
Cuiabá,121,2020-05-01T00:00:00Z,3.2,69.2,0,0.07
Cuiabá,122,2020-05-02T00:00:00Z,3.9,66.0,0,0.02
Cuiabá,123,2020-05-03T00:00:00Z,5.8,76.7,0,0.03
Cuiabá,124,2020-05-04T00:00:00Z,5.0,70.1,0,0.04
Cuiabá,125,2020-05-05T00:00:00Z,7.2,84.4,0,0.0
Cuiabá,126,2020-05-06T00:00:00Z,8.4,84.9,0,0.27
Cuiabá,127,2020-05-07T00:00:00Z,2.6,64.4,0,0.0
Cuiabá,128,2020-05-08T00:00:00Z,3.6,62.5,0,0.04
Cuiabá,129,2020-05-09T00:00:00Z,5.3,74.3,0,0.01
Cuiabá,130,2020-05-10T00:00:00Z,2.1,62.7,0,0.14
Cuiabá,131,2020-05-11T00:00:00Z,8.2,87.2,0,1.71
Cuiabá,132,2020-05-12T00:00:00Z,8.0,92.3,0,0.04
Cuiabá,133,2020-05-13T00:00:00Z,6.9,91.0,0,0.06
Cuiabá,134,2020-05-14T00:00:00Z,5.9,83.3,0,0.0
Cuiabá,135,2020-05-15T00:00:00Z,6.3,85.5,0,0.01
Cuiabá,136,2020-05-16T00:00:00Z,5.8,84.5,0,0.0
Cuiabá,137,2020-05-17T00:00:00Z,8.1,81.7,0,0.02
Cuiabá,138,2020-05-18T00:00:00Z,4.0,57.3,0,0.0
Cuiabá,139,2020-05-19T00:00:00Z,2.4,82.0,0,0.18
Cuiabá,140,2020-05-20T00:00:00Z,1.6,72.4,0,0.2
Cuiabá,141,2020-05-21T00:00:00Z,3.0,71.8,0,0.05
Cuiabá,142,2020-05-22T00:00:00Z,4.8,91.4,0,0.01
Cuiabá,143,2020-05-23T00:00:00Z,2.6,61.7,0,0.01
Cuiabá,144,2020-05-24T00:00:00Z,4.2,80.0,0,0.05
Cuiabá,145,2020-05-25T00:00:00Z,5.7,84.5,0,0.0
Cuiabá,146,2020-05-26T00:00:00Z,4.1,87.0,0,0.36
Cuiabá,147,2020-05-27T00:00:00Z,3.4,63.1,0,0.0
Cuiabá,148,2020-05-28T00:00:00Z,3.0,71.3,0,0.0
Cuiabá,149,2020-05-29T00:00:00Z,3.1,90.0,0,1.69
Cuiabá,150,2020-05-30T00:00:00Z,6.3,98.6,0,0.13
Cuiabá,151,2020-05-31T00:00:00Z,5.2,94.0,0,0.05
Campo Grande,0,2020-01-01T00:00:00Z,1.8,91.3,0,0.19
Campo Grande,1,2020-01-02T00:00:00Z,1.5,79.1,0,0.08
Campo Grande,2,2020-01-03T00:00:00Z,0.8,73.2,0,0.02
Campo Grande,3,2020-01-04T00:00:00Z,2.4,94.3,0,0.38
Campo Grande,4,2020-01-05T00:00:00Z,2.3,92.4,0,0.12
Campo Grande,5,2020-01-06T00:00:00Z,1.4,89.8,0,0.32
Campo Grande,6,2020-01-07T00:00:00Z,1.4,73.9,0,0.07
Campo Grande,7,2020-01-08T00:00:00Z,2.1,77.0,0,0.02
Campo Grande,8,2020-01-09T00:00:00Z,2.7,83.2,0,0.0
Campo Grande,9,2020-01-10T00:00:00Z,2.2,87.8,0,0.01
Campo Grande,10,2020-01-11T00:00:00Z,1.4,86.2,0,0.6
Campo Grande,11,2020-01-12T00:00:00Z,1.6,76.1,0,0.02
Campo Grande,12,2020-01-13T00:00:00Z,1.5,73.9,0,0.04
Campo Grande,13,2020-01-14T00:00:00Z,2.0,82.9,0,0.0
Campo Grande,14,2020-01-15T00:00:00Z,3.5,87.5,0,0.02
Campo Grande,15,2020-01-16T00:00:00Z,4.0,91.6,0,0.81
Campo Grande,16,2020-01-17T00:00:00Z,5.9,93.3,0,0.01
Campo Grande,17,2020-01-18T00:00:00Z,5.7,91.1,0,0.02
Campo Grande,18,2020-01-19T00:00:00Z,3.3,85.0,0,0.0
Campo Grande,19,2020-01-20T00:00:00Z,4.8,93.9,0,0.05
Campo Grande,20,2020-01-21T00:00:00Z,4.9,95.1,0,0.12
Campo Grande,21,2020-01-22T00:00:00Z,3.2,89.3,0,0.7
Campo Grande,22,2020-01-23T00:00:00Z,2.1,79.7,0,0.07
Campo Grande,23,2020-01-24T00:00:00Z,2.7,86.4,0,0.05
Campo Grande,24,2020-01-25T00:00:00Z,1.9,96.2,0,0.95
Campo Grande,25,2020-01-26T00:00:00Z,4.6,89.0,0,0.02
Campo Grande,26,2020-01-27T00:00:00Z,2.6,81.0,0,0.03
Campo Grande,27,2020-01-28T00:00:00Z,3.1,89.5,0,0.05
Campo Grande,28,2020-01-29T00:00:00Z,2.6,88.1,0,0.25
Campo Grande,29,2020-01-30T00:00:00Z,2.1,82.5,0,0.03
Campo Grande,30,2020-01-31T00:00:00Z,3.7,93.0,0,0.22
Campo Grande,31,2020-02-01T00:00:00Z,2.4,78.4,0,0.0
Campo Grande,32,2020-02-02T00:00:00Z,2.4,79.3,0,0.0
Campo Grande,33,2020-02-03T00:00:00Z,3.1,76.5,0,0.0
Campo Grande,34,2020-02-04T00:00:00Z,4.5,91.5,0,0.02
Campo Grande,35,2020-02-05T00:00:00Z,4.3,89.0,0,0.0
Campo Grande,36,2020-02-06T00:00:00Z,3.9,95.5,0,0.33
Campo Grande,37,2020-02-07T00:00:00Z,2.3,59.2,0,0.06
Campo Grande,38,2020-02-08T00:00:00Z,3.3,90.4,0,0.6
Campo Grande,39,2020-02-09T00:00:00Z,1.5,91.3,0,0.2
Campo Grande,40,2020-02-10T00:00:00Z,1.7,76.2,0,0.03
Campo Grande,41,2020-02-11T00:00:00Z,1.9,68.3,0,0.0
Campo Grande,42,2020-02-12T00:00:00Z,2.4,78.6,0,0.01
Campo Grande,43,2020-02-13T00:00:00Z,3.3,88.3,0,0.01
Campo Grande,44,2020-02-14T00:00:00Z,5.5,94.3,0,0.0
Campo Grande,45,2020-02-15T00:00:00Z,3.0,90.3,0,0.09
Campo Grande,46,2020-02-16T00:00:00Z,3.5,91.3,0,0.0
Campo Grande,47,2020-02-17T00:00:00Z,4.7,96.6,0,0.1
Campo Grande,48,2020-02-18T00:00:00Z,4.5,92.5,0,0.03
Campo Grande,49,2020-02-19T00:00:00Z,3.1,87.1,0,0.02
Campo Grande,50,2020-02-20T00:00:00Z,2.4,73.9,0,0.01
Campo Grande,51,2020-02-21T00:00:00Z,2.5,66.9,0,0.02
Campo Grande,52,2020-02-22T00:00:00Z,3.6,88.0,0,0.46
Campo Grande,53,2020-02-23T00:00:00Z,3.6,94.3,0,0.11
Campo Grande,54,2020-02-24T00:00:00Z,1.9,94.0,0,1.75
Campo Grande,55,2020-02-25T00:00:00Z,2.9,80.0,0,0.0
Campo Grande,56,2020-02-26T00:00:00Z,4.6,92.5,0,0.02
Campo Grande,57,2020-02-27T00:00:00Z,6.7,92.8,0,0.22
Campo Grande,58,2020-02-28T00:00:00Z,4.7,90.9,0,0.01
Campo Grande,59,2020-02-29T00:00:00Z,5.4,96.4,0,0.09
Campo Grande,60,2020-03-01T00:00:00Z,2.3,83.6,0,0.03
Campo Grande,61,2020-03-02T00:00:00Z,2.4,79.7,0,0.04
Campo Grande,62,2020-03-03T00:00:00Z,3.6,83.7,0,0.03
Campo Grande,63,2020-03-04T00:00:00Z,2.4,86.6,0,0.12
Campo Grande,64,2020-03-05T00:00:00Z,2.1,89.8,0,0.15
Campo Grande,65,2020-03-06T00:00:00Z,2.5,80.1,0,0.06
Campo Grande,66,2020-03-07T00:00:00Z,3.5,86.3,0,0.28
Campo Grande,67,2020-03-08T00:00:00Z,4.1,90.9,0,0.06
Campo Grande,68,2020-03-09T00:00:00Z,3.4,77.4,0,0.0
Campo Grande,69,2020-03-10T00:00:00Z,5.9,95.2,0,0.04
Campo Grande,70,2020-03-11T00:00:00Z,3.0,79.7,0,0.03
Campo Grande,71,2020-03-12T00:00:00Z,2.3,84.2,0,0.26
Campo Grande,72,2020-03-13T00:00:00Z,2.4,79.6,0,0.07
Campo Grande,73,2020-03-14T00:00:00Z,2.2,82.7,0,0.02
Campo Grande,74,2020-03-15T00:00:00Z,3.8,89.5,0,1.03
Campo Grande,75,2020-03-16T00:00:00Z,2.3,85.4,0,0.0
Campo Grande,76,2020-03-17T00:00:00Z,4.4,90.7,0,0.04
Campo Grande,77,2020-03-18T00:00:00Z,4.2,96.1,0,0.04
Campo Grande,78,2020-03-19T00:00:00Z,3.2,79.5,0,0.03
Campo Grande,79,2020-03-20T00:00:00Z,2.9,89.4,0,0.23
Campo Grande,80,2020-03-21T00:00:00Z,2.8,80.9,0,0.01
Campo Grande,81,2020-03-22T00:00:00Z,4.5,81.7,0,0.0
Campo Grande,82,2020-03-23T00:00:00Z,2.2,71.0,0,0.11
Campo Grande,83,2020-03-24T00:00:00Z,1.5,66.9,0,0.03
Campo Grande,84,2020-03-25T00:00:00Z,6.1,87.4,0,0.91
Campo Grande,85,2020-03-26T00:00:00Z,2.6,76.7,0,0.02
Campo Grande,86,2020-03-27T00:00:00Z,3.5,87.0,0,0.46
Campo Grande,87,2020-03-28T00:00:00Z,5.4,89.5,0,0.88
Campo Grande,88,2020-03-29T00:00:00Z,2.3,68.7,0,0.01
Campo Grande,89,2020-03-30T00:00:00Z,1.7,69.1,0,0.01
Campo Grande,90,2020-03-31T00:00:00Z,1.9,87.8,0,0.74
Campo Grande,91,2020-04-01T00:00:00Z,2.0,76.1,0,0.02
Campo Grande,92,2020-04-02T00:00:00Z,3.3,89.7,0,0.15
Campo Grande,93,2020-04-03T00:00:00Z,1.8,92.4,0,0.29
Campo Grande,94,2020-04-04T00:00:00Z,1.9,95.0,0,0.2
Campo Grande,95,2020-04-05T00:00:00Z,3.3,94.7,0,0.02
Campo Grande,96,2020-04-06T00:00:00Z,3.5,93.0,0,0.01
Campo Grande,97,2020-04-07T00:00:00Z,2.8,95.4,0,0.01
Campo Grande,98,2020-04-08T00:00:00Z,2.6,96.5,0,0.03
Campo Grande,99,2020-04-09T00:00:00Z,2.1,90.2,0,0.04
Campo Grande,100,2020-04-10T00:00:00Z,3.2,93.1,0,0.05
Campo Grande,101,2020-04-11T00:00:00Z,2.8,85.3,0,0.0
Campo Grande,102,2020-04-12T00:00:00Z,2.3,78.4,0,0.0
Campo Grande,103,2020-04-13T00:00:00Z,5.0,87.6,0,0.04
Campo Grande,104,2020-04-14T00:00:00Z,2.6,84.3,0,0.12
