,,validdate,t_2m:C,relative_humidity_2m:p,uv:idx,precip_1h:mm
Belém,19,2020-01-20T00:00:00Z,7.1,97.8,0,0.0
Belém,20,2020-01-21T00:00:00Z,7.2,94.1,0,0.0
Belém,21,2020-01-22T00:00:00Z,7.6,92.8,0,0.01
Belém,22,2020-01-23T00:00:00Z,7.8,95.9,0,0.15
Belém,23,2020-01-24T00:00:00Z,6.4,71.9,0,0.0
Belém,24,2020-01-25T00:00:00Z,5.3,72.3,0,0.1
Belém,25,2020-01-26T00:00:00Z,8.2,84.3,0,0.0
Belém,26,2020-01-27T00:00:00Z,10.8,92.1,0,0.4
Belém,27,2020-01-28T00:00:00Z,6.7,64.1,0,0.05
Belém,28,2020-01-29T00:00:00Z,6.0,69.5,0,0.0
Belém,29,2020-01-30T00:00:00Z,7.4,96.0,0,0.02
Belém,30,2020-01-31T00:00:00Z,4.9,63.9,0,0.01
Belém,31,2020-02-01T00:00:00Z,6.2,81.8,0,0.0
Belém,32,2020-02-02T00:00:00Z,5.8,84.7,0,0.69
Belém,33,2020-02-03T00:00:00Z,4.1,61.8,0,0.0
Belém,34,2020-02-04T00:00:00Z,4.6,64.8,0,0.04
Belém,35,2020-02-05T00:00:00Z,4.5,67.5,0,0.03
Belém,36,2020-02-06T00:00:00Z,7.3,86.9,0,0.07
Belém,37,2020-02-07T00:00:00Z,7.1,85.9,0,0.03
Belém,38,2020-02-08T00:00:00Z,5.2,80.1,0,0.01
Belém,39,2020-02-09T00:00:00Z,7.9,86.1,0,0.05
Belém,40,2020-02-10T00:00:00Z,7.9,93.4,0,0.06
Belém,41,2020-02-11T00:00:00Z,6.7,81.3,0,0.0
Belém,42,2020-02-12T00:00:00Z,6.9,86.9,0,0.66
Belém,43,2020-02-13T00:00:00Z,5.5,73.5,0,0.03
Belém,44,2020-02-14T00:00:00Z,5.9,82.5,0,0.02
Belém,45,2020-02-15T00:00:00Z,7.4,92.7,0,0.06
Belém,46,2020-02-16T00:00:00Z,5.5,72.1,0,0.01
Belém,47,2020-02-17T00:00:00Z,6.3,79.1,0,0.02
Belém,48,2020-02-18T00:00:00Z,7.6,90.0,0,0.03
Belém,49,2020-02-19T00:00:00Z,6.8,85.1,0,0.0
Belém,50,2020-02-20T00:00:00Z,6.1,82.6,0,0.03
Belém,51,2020-02-21T00:00:00Z,4.5,64.4,0,0.0
Belém,52,2020-02-22T00:00:00Z,4.6,66.5,0,0.02
Belém,53,2020-02-23T00:00:00Z,10.7,95.2,0,0.74
Belém,54,2020-02-24T00:00:00Z,9.3,96.5,0,1.3
Belém,55,2020-02-25T00:00:00Z,7.0,79.1,0,0.11
Belém,56,2020-02-26T00:00:00Z,5.4,69.1,0,0.04
Belém,57,2020-02-27T00:00:00Z,5.6,65.3,0,0.0
Belém,58,2020-02-28T00:00:00Z,8.7,88.6,0,0.01
Belém,59,2020-02-29T00:00:00Z,11.4,91.7,0,1.39
Belém,60,2020-03-01T00:00:00Z,8.8,88.5,0,0.0
Belém,61,2020-03-02T00:00:00Z,8.0,92.2,0,0.02
Belém,62,2020-03-03T00:00:00Z,9.2,96.9,0,0.14
Belém,63,2020-03-04T00:00:00Z,7.7,74.0,0,0.02
Belém,64,2020-03-05T00:00:00Z,7.4,85.5,0,0.21
Belém,65,2020-03-06T00:00:00Z,6.6,75.7,0,0.04
Belém,66,2020-03-07T00:00:00Z,4.7,81.7,0,0.2
Belém,67,2020-03-08T00:00:00Z,7.0,73.9,0,0.02
Belém,68,2020-03-09T00:00:00Z,8.3,87.7,0,0.21
Belém,69,2020-03-10T00:00:00Z,7.7,95.4,0,0.06
Belém,70,2020-03-11T00:00:00Z,8.3,95.1,0,0.0
Belém,71,2020-03-12T00:00:00Z,8.8,94.5,0,0.03
Belém,72,2020-03-13T00:00:00Z,7.3,87.1,0,0.13
Belém,73,2020-03-14T00:00:00Z,5.0,78.8,0,0.09
Belém,74,2020-03-15T00:00:00Z,6.7,74.1,0,0.07
Belém,75,2020-03-16T00:00:00Z,9.8,87.5,0,1.71
Belém,76,2020-03-17T00:00:00Z,6.9,84.0,0,0.06
Belém,77,2020-03-18T00:00:00Z,6.6,76.8,0,0.0
Belém,78,2020-03-19T00:00:00Z,7.1,86.5,0,0.03
Belém,79,2020-03-20T00:00:00Z,7.5,88.3,0,0.01
Belém,80,2020-03-21T00:00:00Z,7.7,89.4,0,0.0
Belém,81,2020-03-22T00:00:00Z,7.7,95.4,0,0.02
Belém,82,2020-03-23T00:00:00Z,8.3,96.0,0,0.43
Belém,83,2020-03-24T00:00:00Z,8.9,83.3,0,0.04
Belém,84,2020-03-25T00:00:00Z,4.8,64.0,0,0.05
Belém,85,2020-03-26T00:00:00Z,7.5,87.9,0,0.04
Belém,86,2020-03-27T00:00:00Z,5.2,85.0,0,0.28
Belém,87,2020-03-28T00:00:00Z,7.1,86.7,0,0.27
Belém,88,2020-03-29T00:00:00Z,7.0,79.6,0,0.06
Belém,89,2020-03-30T00:00:00Z,4.9,67.2,0,0.25
Belém,90,2020-03-31T00:00:00Z,5.2,72.7,0,0.04
Belém,91,2020-04-01T00:00:00Z,8.9,88.7,0,3.63
Belém,92,2020-04-02T00:00:00Z,5.8,74.0,0,0.01
Belém,93,2020-04-03T00:00:00Z,5.9,77.7,0,0.05
Belém,94,2020-04-04T00:00:00Z,6.2,75.8,0,0.11
Belém,95,2020-04-05T00:00:00Z,4.1,82.4,0,0.27
Belém,96,2020-04-06T00:00:00Z,3.5,71.1,0,0.0
Belém,97,2020-04-07T00:00:00Z,5.5,74.0,0,0.0
Belém,98,2020-04-08T00:00:00Z,6.8,88.2,0,0.79
Belém,99,2020-04-09T00:00:00Z,6.7,98.7,0,0.0
Belém,100,2020-04-10T00:00:00Z,4.6,84.8,0,0.11
Belém,101,2020-04-11T00:00:00Z,5.4,79.0,0,0.19
Belém,102,2020-04-12T00:00:00Z,6.4,79.1,0,0.0
Belém,103,2020-04-13T00:00:00Z,5.4,79.5,0,0.0
Belém,104,2020-04-14T00:00:00Z,6.9,91.4,0,0.4
Belém,105,2020-04-15T00:00:00Z,6.9,86.0,0,0.01
Belém,106,2020-04-16T00:00:00Z,5.9,66.0,0,0.06
Belém,107,2020-04-17T00:00:00Z,4.3,61.5,0,0.05
Belém,108,2020-04-18T00:00:00Z,4.2,68.8,0,0.0
Belém,109,2020-04-19T00:00:00Z,1.9,67.3,0,0.05
Belém,110,2020-04-20T00:00:00Z,5.2,66.2,0,0.05
Belém,111,2020-04-21T00:00:00Z,5.2,74.9,0,0.0
Belém,112,2020-04-22T00:00:00Z,7.6,89.0,0,0.03
Belém,113,2020-04-23T00:00:00Z,6.5,86.5,0,0.0
Belém,114,2020-04-24T00:00:00Z,5.9,82.8,0,0.0
Belém,115,2020-04-25T00:00:00Z,7.3,97.0,0,0.28
Belém,116,2020-04-26T00:00:00Z,4.6,67.1,0,0.02
Belém,117,2020-04-27T00:00:00Z,7.2,78.2,0,0.38
Belém,118,2020-04-28T00:00:00Z,7.1,75.0,0,0.06
Belém,119,2020-04-29T00:00:00Z,5.0,69.1,0,0.1
Belém,120,2020-04-30T00:00:00Z,5.9,73.0,0,0.08
Belém,121,2020-05-01T00:00:00Z,3.4,73.6,0,0.16
Belém,122,2020-05-02T00:00:00Z,2.6,66.6,0,0.09
Belém,123,2020-05-03T00:00:00Z,4.6,74.0,0,0.11
Belém,124,2020-05-04T00:00:00Z,5.2,84.0,0,0.11
Belém,125,2020-05-05T00:00:00Z,5.9,85.0,0,0.02
Belém,126,2020-05-06T00:00:00Z,5.7,88.1,0,0.01
Belém,127,2020-05-07T00:00:00Z,6.8,88.5,0,0.15
Belém,128,2020-05-08T00:00:00Z,3.8,92.0,0,0.85
Belém,129,2020-05-09T00:00:00Z,4.1,59.3,0,0.0
Belém,130,2020-05-10T00:00:00Z,5.3,77.0,0,0.04
Belém,131,2020-05-11T00:00:00Z,2.7,74.4,0,0.06
Belém,132,2020-05-12T00:00:00Z,7.1,89.0,0,0.29
Belém,133,2020-05-13T00:00:00Z,8.0,90.0,0,0.13
Belém,134,2020-05-14T00:00:00Z,5.4,85.8,0,0.09
Belém,135,2020-05-15T00:00:00Z,6.2,90.4,0,0.43
Belém,136,2020-05-16T00:00:00Z,3.9,67.8,0,0.0
Belém,137,2020-05-17T00:00:00Z,5.8,80.2,0,0.0
Belém,138,2020-05-18T00:00:00Z,8.1,86.2,0,0.35
Belém,139,2020-05-19T00:00:00Z,8.0,89.7,0,0.72
Belém,140,2020-05-20T00:00:00Z,3.2,73.2,0,0.0
Belém,141,2020-05-21T00:00:00Z,2.0,64.5,0,0.12
Belém,142,2020-05-22T00:00:00Z,3.2,68.7,0,0.0
Belém,143,2020-05-23T00:00:00Z,2.3,68.4,0,0.01
Belém,144,2020-05-24T00:00:00Z,1.9,82.4,0,0.16
Belém,145,2020-05-25T00:00:00Z,4.8,63.4,0,0.03
Belém,146,2020-05-26T00:00:00Z,8.1,93.6,0,0.57
Belém,147,2020-05-27T00:00:00Z,3.1,59.6,0,0.04
Belém,148,2020-05-28T00:00:00Z,2.5,58.4,0,0.02
Belém,149,2020-05-29T00:00:00Z,3.0,69.3,0,0.0
Belém,150,2020-05-30T00:00:00Z,7.9,95.3,0,0.79
Belém,151,2020-05-31T00:00:00Z,6.6,96.7,0,0.04
João Pessoa,0,2020-01-01T00:00:00Z,19.0,89.4,0,0.0
João Pessoa,1,2020-01-02T00:00:00Z,17.6,84.1,0,0.01
João Pessoa,2,2020-01-03T00:00:00Z,19.9,92.2,0,0.01
João Pessoa,3,2020-01-04T00:00:00Z,20.6,87.1,0,0.0
João Pessoa,4,2020-01-05T00:00:00Z,17.5,63.3,0,0.0
João Pessoa,5,2020-01-06T00:00:00Z,17.8,76.5,0,0.0
João Pessoa,6,2020-01-07T00:00:00Z,19.1,83.6,0,0.01
João Pessoa,7,2020-01-08T00:00:00Z,16.8,77.9,0,0.05
João Pessoa,8,2020-01-09T00:00:00Z,15.6,54.1,0,0.0
João Pessoa,9,2020-01-10T00:00:00Z,19.6,87.6,0,0.22
João Pessoa,10,2020-01-11T00:00:00Z,18.7,80.1,0,0.0
João Pessoa,11,2020-01-12T00:00:00Z,19.3,76.3,0,0.01
João Pessoa,12,2020-01-13T00:00:00Z,19.8,92.7,0,0.0
João Pessoa,13,2020-01-14T00:00:00Z,21.0,91.3,0,0.0
João Pessoa,14,2020-01-15T00:00:00Z,18.9,83.9,0,0.01
João Pessoa,15,2020-01-16T00:00:00Z,17.2,69.9,0,0.0
João Pessoa,16,2020-01-17T00:00:00Z,16.2,67.1,0,0.0
João Pessoa,17,2020-01-18T00:00:00Z,17.2,67.1,0,0.0
João Pessoa,18,2020-01-19T00:00:00Z,18.4,70.5,0,0.01
João Pessoa,19,2020-01-20T00:00:00Z,19.1,82.2,0,0.01
João Pessoa,20,2020-01-21T00:00:00Z,18.1,71.4,0,0.0
João Pessoa,21,2020-01-22T00:00:00Z,17.9,71.7,0,0.0
João Pessoa,22,2020-01-23T00:00:00Z,19.5,65.4,0,0.0
João Pessoa,23,2020-01-24T00:00:00Z,20.3,90.3,0,0.02
João Pessoa,24,2020-01-25T00:00:00Z,17.5,69.6,0,0.0
João Pessoa,25,2020-01-26T00:00:00Z,17.2,64.7,0,0.0
João Pessoa,26,2020-01-27T00:00:00Z,20.7,67.6,0,0.0
João Pessoa,27,2020-01-28T00:00:00Z,20.7,87.2,0,0.0
João Pessoa,28,2020-01-29T00:00:00Z,20.7,92.0,0,0.0
João Pessoa,29,2020-01-30T00:00:00Z,20.8,82.0,0,0.03
João Pessoa,30,2020-01-31T00:00:00Z,18.6,73.9,0,0.01
João Pessoa,31,2020-02-01T00:00:00Z,20.5,66.7,0,0.0
João Pessoa,32,2020-02-02T00:00:00Z,21.3,86.9,0,0.01
João Pessoa,33,2020-02-03T00:00:00Z,20.2,87.7,0,0.02
João Pessoa,34,2020-02-04T00:00:00Z,18.0,70.5,0,0.04
João Pessoa,35,2020-02-05T00:00:00Z,15.8,61.5,0,0.01
João Pessoa,36,2020-02-06T00:00:00Z,16.6,65.5,0,0.01
João Pessoa,37,2020-02-07T00:00:00Z,18.1,54.9,0,0.0
João Pessoa,38,2020-02-08T00:00:00Z,19.8,84.8,0,0.47
João Pessoa,39,2020-02-09T00:00:00Z,20.3,82.2,0,0.0
João Pessoa,40,2020-02-10T00:00:00Z,21.0,93.9,0,0.0
João Pessoa,41,2020-02-11T00:00:00Z,22.1,94.3,0,0.02
João Pessoa,42,2020-02-12T00:00:00Z,18.6,79.8,0,0.45
João Pessoa,43,2020-02-13T00:00:00Z,18.5,72.2,0,0.0
João Pessoa,44,2020-02-14T00:00:00Z,15.4,74.4,0,0.07
João Pessoa,45,2020-02-15T00:00:00Z,16.7,62.4,0,0.0
João Pessoa,46,2020-02-16T00:00:00Z,18.0,76.9,0,0.04
João Pessoa,47,2020-02-17T00:00:00Z,18.4,72.7,0,0.0
João Pessoa,48,2020-02-18T00:00:00Z,20.5,80.8,0,0.0
João Pessoa,49,2020-02-19T00:00:00Z,20.1,79.9,0,0.0
João Pessoa,50,2020-02-20T00:00:00Z,20.7,91.3,0,0.03
João Pessoa,51,2020-02-21T00:00:00Z,20.7,90.1,0,0.0
João Pessoa,52,2020-02-22T00:00:00Z,20.6,92.9,0,0.02
João Pessoa,53,2020-02-23T00:00:00Z,20.4,88.8,0,0.0
João Pessoa,54,2020-02-24T00:00:00Z,20.8,82.9,0,0.0
João Pessoa,55,2020-02-25T00:00:00Z,21.3,87.0,0,0.02
João Pessoa,56,2020-02-26T00:00:00Z,20.1,91.0,0,0.1
João Pessoa,57,2020-02-27T00:00:00Z,21.5,87.5,0,0.0
João Pessoa,58,2020-02-28T00:00:00Z,21.0,87.8,0,0.03
João Pessoa,59,2020-02-29T00:00:00Z,21.6,79.1,0,0.0
João Pessoa,60,2020-03-01T00:00:00Z,21.6,87.9,0,0.03
João Pessoa,61,2020-03-02T00:00:00Z,21.6,89.1,0,0.02
João Pessoa,62,2020-03-03T00:00:00Z,19.1,89.7,0,1.1
João Pessoa,63,2020-03-04T00:00:00Z,18.0,80.3,0,0.06
João Pessoa,64,2020-03-05T00:00:00Z,20.7,73.1,0,0.0
João Pessoa,65,2020-03-06T00:00:00Z,21.7,74.7,0,0.02
João Pessoa,66,2020-03-07T00:00:00Z,18.3,71.6,0,0.03
João Pessoa,67,2020-03-08T00:00:00Z,17.9,55.6,0,0.0
João Pessoa,68,2020-03-09T00:00:00Z,20.7,82.8,0,0.33
João Pessoa,69,2020-03-10T00:00:00Z,21.1,85.3,0,0.21
João Pessoa,70,2020-03-11T00:00:00Z,19.6,83.9,0,0.04
João Pessoa,71,2020-03-12T00:00:00Z,18.8,84.2,0,0.01
João Pessoa,72,2020-03-13T00:00:00Z,19.1,77.4,0,0.14
João Pessoa,73,2020-03-14T00:00:00Z,17.6,67.2,0,0.0
João Pessoa,74,2020-03-15T00:00:00Z,19.0,60.4,0,0.0
João Pessoa,75,2020-03-16T00:00:00Z,21.0,87.8,0,0.85
João Pessoa,76,2020-03-17T00:00:00Z,18.9,77.9,0,0.01
João Pessoa,77,2020-03-18T00:00:00Z,20.9,89.1,0,0.22
João Pessoa,78,2020-03-19T00:00:00Z,20.0,72.0,0,0.0
João Pessoa,79,2020-03-20T00:00:00Z,19.2,83.2,0,0.0
João Pessoa,80,2020-03-21T00:00:00Z,21.5,91.4,0,0.04
João Pessoa,81,2020-03-22T00:00:00Z,21.4,93.8,0,0.03
João Pessoa,82,2020-03-23T00:00:00Z,21.5,89.4,0,0.38
João Pessoa,83,2020-03-24T00:00:00Z,20.8,90.6,0,0.35
João Pessoa,84,2020-03-25T00:00:00Z,19.1,89.2,0,0.37
João Pessoa,85,2020-03-26T00:00:00Z,21.0,86.0,0,0.01
João Pessoa,86,2020-03-27T00:00:00Z,20.8,90.3,0,0.26
João Pessoa,87,2020-03-28T00:00:00Z,18.8,66.6,0,0.02
João Pessoa,88,2020-03-29T00:00:00Z,17.6,67.4,0,0.0
João Pessoa,89,2020-03-30T00:00:00Z,18.3,78.9,0,0.16
João Pessoa,90,2020-03-31T00:00:00Z,18.0,76.2,0,0.0
João Pessoa,91,2020-04-01T00:00:00Z,21.4,80.4,0,0.0
João Pessoa,92,2020-04-02T00:00:00Z,21.7,87.9,0,0.0
João Pessoa,93,2020-04-03T00:00:00Z,18.1,84.3,0,0.01
João Pessoa,94,2020-04-04T00:00:00Z,17.7,54.5,0,0.0
João Pessoa,95,2020-04-05T00:00:00Z,16.7,72.6,0,0.0
João Pessoa,96,2020-04-06T00:00:00Z,20.0,88.8,0,1.71
João Pessoa,97,2020-04-07T00:00:00Z,20.5,91.7,0,1.15
João Pessoa,98,2020-04-08T00:00:00Z,20.4,75.5,0,0.0
João Pessoa,99,2020-04-09T00:00:00Z,19.1,78.8,0,0.03
João Pessoa,100,2020-04-10T00:00:00Z,20.7,80.2,0,0.0
João Pessoa,101,2020-04-11T00:00:00Z,18.8,84.1,0,0.0
João Pessoa,102,2020-04-12T00:00:00Z,16.6,66.1,0,0.0
João Pessoa,103,2020-04-13T00:00:00Z,18.1,69.3,0,0.0
João Pessoa,104,2020-04-14T00:00:00Z,20.4,89.0,0,1.37
João Pessoa,105,2020-04-15T00:00:00Z,19.3,85.4,0,0.0
João Pessoa,106,2020-04-16T00:00:00Z,19.6,87.2,0,0.0
João Pessoa,107,2020-04-17T00:00:00Z,19.0,87.3,0,0.14
João Pessoa,108,2020-04-18T00:00:00Z,21.1,87.6,0,1.16
João Pessoa,109,2020-04-19T00:00:00Z,13.8,88.4,0,1.37
João Pessoa,110,2020-04-20T00:00:00Z,15.2,51.4,0,0.0
João Pessoa,111,2020-04-21T00:00:00Z,18.8,73.5,0,0.01
João Pessoa,112,2020-04-22T00:00:00Z,18.6,79.3,0,0.0
João Pessoa,113,2020-04-23T00:00:00Z,19.6,80.3,0,0.08
João Pessoa,114,2020-04-24T00:00:00Z,20.2,88.0,0,0.02
João Pessoa,115,2020-04-25T00:00:00Z,18.8,86.3,0,0.01
João Pessoa,116,2020-04-26T00:00:00Z,15.8,61.1,0,0.0
João Pessoa,117,2020-04-27T00:00:00Z,19.3,71.6,0,0.04
João Pessoa,118,2020-04-28T00:00:00Z,19.8,90.3,0,2.1
João Pessoa,119,2020-04-29T00:00:00Z,16.8,77.3,0,0.0
João Pessoa,120,2020-04-30T00:00:00Z,17.7,66.1,0,0.0
João Pessoa,121,2020-05-01T00:00:00Z,18.7,75.2,0,0.02
João Pessoa,122,2020-05-02T00:00:00Z,18.7,83.7,0,0.34
João Pessoa,123,2020-05-03T00:00:00Z,19.6,88.0,0,0.57
João Pessoa,124,2020-05-04T00:00:00Z,20.2,90.8,0,0.01
João Pessoa,125,2020-05-05T00:00:00Z,20.4,90.3,0,0.0
João Pessoa,126,2020-05-06T00:00:00Z,20.4,88.5,0,0.56
João Pessoa,127,2020-05-07T00:00:00Z,18.6,83.4,0,0.04
João Pessoa,128,2020-05-08T00:00:00Z,19.5,83.8,0,0.02
João Pessoa,129,2020-05-09T00:00:00Z,20.5,87.3,0,0.12
João Pessoa,130,2020-05-10T00:00:00Z,16.2,68.9,0,0.16
João Pessoa,131,2020-05-11T00:00:00Z,16.5,68.6,0,0.0
João Pessoa,132,2020-05-12T00:00:00Z,15.7,63.8,0,0.0
João Pessoa,133,2020-05-13T00:00:00Z,16.2,53.5,0,0.0
João Pessoa,134,2020-05-14T00:00:00Z,17.9,70.8,0,0.0
João Pessoa,135,2020-05-15T00:00:00Z,18.5,71.2,0,0.0
João Pessoa,136,2020-05-16T00:00:00Z,19.9,86.1,0,0.0
João Pessoa,137,2020-05-17T00:00:00Z,19.8,87.1,0,0.43
João Pessoa,138,2020-05-18T00:00:00Z,18.1,88.3,0,0.2
João Pessoa,139,2020-05-19T00:00:00Z,19.4,82.3,0,0.0
João Pessoa,140,2020-05-20T00:00:00Z,13.3,88.4,0,0.59
João Pessoa,141,2020-05-21T00:00:00Z,14.8,57.9,0,0.01
João Pessoa,142,2020-05-22T00:00:00Z,18.1,74.2,0,0.01
João Pessoa,143,2020-05-23T00:00:00Z,18.1,79.7,0,0.01
João Pessoa,144,2020-05-24T00:00:00Z,18.2,76.7,0,0.02
João Pessoa,145,2020-05-25T00:00:00Z,14.7,56.6,0,0.0
João Pessoa,146,2020-05-26T00:00:00Z,18.0,67.4,0,0.0
João Pessoa,147,2020-05-27T00:00:00Z,18.7,83.9,0,0.0
João Pessoa,148,2020-05-28T00:00:00Z,18.9,79.4,0,0.0
João Pessoa,149,2020-05-29T00:00:00Z,19.4,85.1,0,0.0
João Pessoa,150,2020-05-30T00:00:00Z,18.4,83.5,0,0.47
João Pessoa,151,2020-05-31T00:00:00Z,18.0,71.2,0,0.04
Recife,0,2020-01-01T00:00:00Z,4.3,76.6,0,0.0
Recife,1,2020-01-02T00:00:00Z,4.6,87.1,0,0.21
Recife,2,2020-01-03T00:00:00Z,3.6,80.6,0,0.19
Recife,3,2020-01-04T00:00:00Z,6.3,89.7,0,0.03
Recife,4,2020-01-05T00:00:00Z,7.9,93.3,0,0.21
Recife,5,2020-01-06T00:00:00Z,4.9,83.7,0,0.02
Recife,6,2020-01-07T00:00:00Z,4.2,87.9,0,0.21
Recife,7,2020-01-08T00:00:00Z,4.2,61.2,0,0.0
Recife,8,2020-01-09T00:00:00Z,7.3,88.3,0,0.53
Recife,9,2020-01-10T00:00:00Z,5.8,91.5,0,0.0
Recife,10,2020-01-11T00:00:00Z,7.3,92.5,0,0.0
Recife,11,2020-01-12T00:00:00Z,7.0,92.5,0,0.13
Recife,12,2020-01-13T00:00:00Z,4.1,65.2,0,0.01
Recife,13,2020-01-14T00:00:00Z,4.3,71.2,0,0.05
Recife,14,2020-01-15T00:00:00Z,6.4,87.5,0,0.0
Recife,15,2020-01-16T00:00:00Z,7.9,96.8,0,0.01
Recife,16,2020-01-17T00:00:00Z,10.0,87.2,0,0.77
Recife,17,2020-01-18T00:00:00Z,8.4,87.1,0,0.0
Recife,18,2020-01-19T00:00:00Z,6.7,82.2,0,0.0
Recife,19,2020-01-20T00:00:00Z,6.8,85.5,0,0.01
Recife,20,2020-01-21T00:00:00Z,8.2,89.9,0,0.68
Recife,21,2020-01-22T00:00:00Z,7.1,87.3,0,0.02
Recife,22,2020-01-23T00:00:00Z,5.9,73.6,0,0.06
Recife,23,2020-01-24T00:00:00Z,5.7,84.8,0,0.03
Recife,24,2020-01-25T00:00:00Z,9.4,80.3,0,0.0
Recife,25,2020-01-26T00:00:00Z,7.8,97.5,0,0.17
Recife,26,2020-01-27T00:00:00Z,5.1,64.5,0,0.0
Recife,27,2020-01-28T00:00:00Z,5.9,64.4,0,0.0
Recife,28,2020-01-29T00:00:00Z,6.2,85.0,0,0.02
Recife,29,2020-01-30T00:00:00Z,5.0,73.0,0,0.0
Recife,30,2020-01-31T00:00:00Z,6.9,89.0,0,0.0
Recife,31,2020-02-01T00:00:00Z,6.9,92.9,0,0.0
Recife,32,2020-02-02T00:00:00Z,7.0,92.8,0,0.16
Recife,33,2020-02-03T00:00:00Z,6.6,85.3,0,0.0
Recife,34,2020-02-04T00:00:00Z,7.2,91.2,0,0.01
Recife,35,2020-02-05T00:00:00Z,8.0,94.2,0,0.0
Recife,36,2020-02-06T00:00:00Z,9.7,94.7,0,0.13
Recife,37,2020-02-07T00:00:00Z,6.3,82.7,0,0.02
Recife,38,2020-02-08T00:00:00Z,7.1,87.0,0,0.1
Recife,39,2020-02-09T00:00:00Z,4.3,70.2,0,0.03
Recife,40,2020-02-10T00:00:00Z,4.0,72.7,0,0.05
Recife,41,2020-02-11T00:00:00Z,5.8,80.7,0,0.09
Recife,42,2020-02-12T00:00:00Z,5.8,78.8,0,0.0
Recife,43,2020-02-13T00:00:00Z,6.2,81.4,0,0.0
Recife,44,2020-02-14T00:00:00Z,7.8,95.1,0,0.01
Recife,45,2020-02-15T00:00:00Z,9.2,90.8,0,0.02
Recife,46,2020-02-16T00:00:00Z,8.2,93.1,0,0.0
Recife,47,2020-02-17T00:00:00Z,8.8,93.7,0,0.25
Recife,48,2020-02-18T00:00:00Z,8.1,95.9,0,0.09
Recife,49,2020-02-19T00:00:00Z,7.5,85.4,0,0.0
Recife,50,2020-02-20T00:00:00Z,6.6,84.7,0,0.01
Recife,51,2020-02-21T00:00:00Z,6.9,86.1,0,0.01
Recife,52,2020-02-22T00:00:00Z,9.1,90.0,0,0.0
Recife,53,2020-02-23T00:00:00Z,7.1,81.7,0,0.07
Recife,54,2020-02-24T00:00:00Z,5.7,81.8,0,0.04
Recife,55,2020-02-25T00:00:00Z,7.7,91.6,0,0.03
Recife,56,2020-02-26T00:00:00Z,8.6,95.9,0,0.02
Recife,57,2020-02-27T00:00:00Z,10.4,90.4,0,1.44
Recife,58,2020-02-28T00:00:00Z,8.4,93.9,0,0.0
Recife,59,2020-02-29T00:00:00Z,7.9,90.2,0,0.0
Recife,60,2020-03-01T00:00:00Z,7.3,88.0,0,0.04
Recife,61,2020-03-02T00:00:00Z,5.3,67.0,0,0.01
Recife,62,2020-03-03T00:00:00Z,6.9,73.0,0,0.0
Recife,63,2020-03-04T00:00:00Z,5.9,66.6,0,0.0
Recife,64,2020-03-05T00:00:00Z,3.9,77.0,0,0.23
Recife,65,2020-03-06T00:00:00Z,4.9,85.2,0,0.27
Recife,66,2020-03-07T00:00:00Z,6.7,70.9,0,0.0
Recife,67,2020-03-08T00:00:00Z,8.2,91.3,0,0.02
Recife,68,2020-03-09T00:00:00Z,9.3,94.7,0,0.0
Recife,69,2020-03-10T00:00:00Z,8.5,87.9,0,0.01
Recife,70,2020-03-11T00:00:00Z,7.6,91.3,0,0.0
Recife,71,2020-03-12T00:00:00Z,4.5,79.6,0,0.12
Recife,72,2020-03-13T00:00:00Z,5.6,68.6,0,0.03
Recife,73,2020-03-14T00:00:00Z,8.1,88.9,0,0.26
Recife,74,2020-03-15T00:00:00Z,7.1,93.9,0,0.07
Recife,75,2020-03-16T00:00:00Z,4.2,80.3,0,0.0
Recife,76,2020-03-17T00:00:00Z,6.1,81.5,0,0.0
Recife,77,2020-03-18T00:00:00Z,8.3,91.0,0,0.0
Recife,78,2020-03-19T00:00:00Z,7.2,88.4,0,0.01
Recife,79,2020-03-20T00:00:00Z,8.1,87.3,0,0.02
Recife,80,2020-03-21T00:00:00Z,6.4,67.1,0,0.0
Recife,81,2020-03-22T00:00:00Z,8.1,88.1,0,0.1
Recife,82,2020-03-23T00:00:00Z,7.3,90.2,0,1.56
Recife,83,2020-03-24T00:00:00Z,5.9,71.8,0,0.0
Recife,84,2020-03-25T00:00:00Z,8.4,84.6,0,0.0
Recife,85,2020-03-26T00:00:00Z,6.1,64.5,0,0.0
Recife,86,2020-03-27T00:00:00Z,7.0,74.9,0,0.02
Recife,87,2020-03-28T00:00:00Z,8.7,85.8,0,0.0
Recife,88,2020-03-29T00:00:00Z,9.0,93.2,0,0.39
Recife,89,2020-03-30T00:00:00Z,4.1,62.0,0,0.0
Recife,90,2020-03-31T00:00:00Z,5.5,78.8,0,0.02
Recife,91,2020-04-01T00:00:00Z,6.3,82.2,0,0.03
Recife,92,2020-04-02T00:00:00Z,6.0,78.2,0,0.18
Recife,93,2020-04-03T00:00:00Z,3.7,81.6,0,0.26
Recife,94,2020-04-04T00:00:00Z,6.7,84.2,0,0.01
Recife,95,2020-04-05T00:00:00Z,6.0,86.6,0,0.0
Recife,96,2020-04-06T00:00:00Z,7.0,91.9,0,0.01
Recife,97,2020-04-07T00:00:00Z,6.2,87.9,0,0.01
Recife,98,2020-04-08T00:00:00Z,5.9,76.0,0,0.0
Recife,99,2020-04-09T00:00:00Z,6.1,84.4,0,0.02
